SentimentText,SentimentPolarity
용량이 작습니다.,-1
용량이 작아,-1
사용하기 편하고 넘 좋아요,1
휴대하기도 편해서 좋네요.,1
구성은 다양해서 좋은데,1
한가지 아쉬운건 양이 넘 작아 넘 빨리 떨어지네요^^,-1
촉촉하고 너무좋아요~ ,1
보습이정말 좋고,1
가히를 바르면 주름개선이 될것같습니다.,0
샘플 받아서 써 보신 후 효과가 좋아 구매 하게 되었습니다!,1
용량이 작아 금방 쓰는 느낌인데,-1
좋은 가격에 판매하기에,1
좋은 가격에 구매하게 돼서,1
주름 완화와 미백에 도움을 받으신다면 좋겠습니다.,0
미백에 도움을 받으신다면 좋겠습니다.,0
칙칙한피부가 촉촉하고 밝아진다 하네요,1
밝아진다 하네요,1
적립금과 카드 할인이 안돼서 비싸게 구매했네요.,-1
가격에 비해 구성도 아쉽습니다.,-1
피부색이 환해지지 않네요. ,-1
촉촉함이 오래가지 않아,-1
오래가지 않아,-1
효과가 별로예요.,-1
좋은구성으로 구입하게되었습니다.,1
촉촉함이 오래가서 좋아요.,1
오래가서 좋아요.,1
발림성이 너무좋아요! ,1
엄청촉촉하고,1
가벼워서 들고다니면서 수시로바르고있는데 ,1
구성품인 미스트도 찐이예요!,1
윤기가 좌르르르~~,1
쓱쓱 바르기도 편하고,1
휴대하기도 좋고 최고입니다,1
너무  윤기나고,1
스틱이라 자르기도 편해서 좋아요,1
얼굴에서 윤기가 나요 ,1
간편하게  바르면 되니 넘 좋아요,1
"유분기가 너무 많고,",-1
피부가 붉게 올라오네요. ,-1
지성 피부라서 트러블이 생긴 듯합니다. ,-1
트러블이 생긴 듯합니다. ,-1
가격도 좀 싸지면 좋을 것 같아요.,-1
비쌌지만,-1
살짝 불편해서 아쉽네요.,-1
주름이 펴지길 기대합니다.,0
OO 비싸게 구입한 것 같습니다.,-1
촉촉하지 않다고 해서,-1
사용하기편하고,1
건성피부 저에겐 보습력짱이네요,1
보습력짱이네요,1
사용하기 불편해서,-1
촉촉하지도 않고,-1
주름 관리에 효과도 없다고 하십니다.,-1
제품의 효과는 기본이고,1
수시로 주름 관리할 수 있다는 점이 가장 큰 장점인 것 같습니다.,1
제품 자체에 번들거림이 좀 있다는 것.. ,-1
여러 번 덧 바르면 얼굴에서 자연스러운 광채 아닌,-1
번들거림이 유지되는 것 같습니다..,-1
소지하고 다니기도 편하고,1
수시로 바르기도 너무편해서  좋아요.,1
수시로 눈가에 발라주면 촉촉함이 유지되면서 ,1
잔주름이 완화에 완전 좋아요ㅋ 두고두고 쓰려구요ㅋㅋ,1
시간없을때 그냥  뚜껑 열어서 쓰윽 쓰윽 ~ 끝,1
발림성도 좋고,1
수분이 피부에 가득채워지는 느낌 저는 대만족이예요^^,1
저에겐 딱이네요~,1
미스트와 멀티밤을 써봤는데 효과가 넘좋으네요^^,1
미스트  분사  향 정말 좋아요 ,1
향 정말 좋아요 ,1
약건성인데 하루썼는데 얼굴이 윤기가 나는거같았어요,1
하루썼는데 얼굴이 윤기가 나는거같았어요,1
건성피부에는 추천합니다,1
구성도 좋고,1
가격도 저렴하게 잘 구매했어요~~,1
당김이 심한 건성피부라  당길때마다  한 번 쓱 발라주면 촉촉해지고 피부가 편안해져요,1
한 번 쓱 발라주면,1
촉촉해지고 ,1
피부가 편안해져요,1
탈력있고,1
광택이나고,1
사용하기가쉬워서좋아요,1
"광택, 편리함 다 만족합니당~~~",1
편리함 다 만족합니당~~~,1
촉촉하면서,1
피부에 윤기가~~,1
내일 아침 효과가 기대되네요 ^^,0
발림도 좋고,1
" 향도 강하지 않아서 좋아요., ",1
번들거리는건 어쩔수 없나봄..,-1
가격대가 있어서 망설이다가 ,-1
우선바를때 향이 좋네요,1
냄새에 좀 민감한데 좋은향같아요,1
오랫동안 써봐야 효과가 나타나겠죠?ㅎ,0
효과 기대됩니다.,0
일단 향도 좋고 ,1
다른데보다는 싸지만 가격이 좀 부담스러워서,-1
제가 써보고 촉촉하고 쫀쫀하니 손이 자주 가는 제품이라,1
쫀쫀하니 손이 자주 가는 제품이라,1
발림성도 좋고,1
수시로 다니며 편하게 바를 수 있어 더 좋은 것 같아요,1
비싸서,-1
주름 개선 효과도 없는 것 같고,-1
건조한 듯해서,-1
메이크업 후에도 사용을 해도 번들거림이 없어서 좋고,1
들뜸이 없어서 최고에요~,1
냄새가너무좋습니다 ,1
간편하고 만족합니다,1
케이스 크기도적당합니다~! ,1
촉촉함이 없어서,-1
탱탱해지지도 않고,-1
매끈해지지도 않는다고 하십니다.,-1
가격대비 제품구성도 넉넉한 편은 아니예요.,-1
사용하기 너무 편해서 ,1
구성이 넉넉하니 오랫동안 사용할수 있겠네요^^,1
 향도 맘에 들더라구요.,1
건성인 제 피부에 딱~,1
구성도 넘 좋으네요.,1
건조한 피부가 탱탱해지고,1
촉촉해서,1
넉넉하게 한참은 쓸것 같아요,1
스틱타입이라 휴대하기 좋아서 늘 가방에 가지고 다녀요^^,1
자기전에 듬뿍 바르고 자면 아침에 세수해도 당기지도 않고 좋아요~,1
당기지도 않고 좋아요~,1
오일은 첨 써보는건데 냄새는 솔직하게 제스타일은 아닌데..ㅎ,-1
 끈적임 없이 ,1
흡수 진짜 잘되네요ㅇㅅ ㅇ,1
눈가주름이랑 팔자주름에 바르는데 효과가 괜찮은것 같아요!,1
유분끼가 많아서,-1
아무 부위에나 바르면 기름 터져요...,-1
"건성 피부이신 분들은 괜찮을것 같아요,",1
구성이 알차고,1
싸게 사서 좋아요ㅎㅎ,1
제주발효오일 용량이....너무 귀여워서 깜짝 놀랬네요,-1
"눈밑, 이마에 바르니 촉촉하고",1
윤기가 난다고,1
휴대하기도 좋고,1
제품구성인 미스트는 용량이 작아서 몇 번 뿌리니 없어요,-1
용량이 작아서 몇 번 뿌리니 없어요,-1
품질이 더 안 좋아요,-1
촉촉함도 없고요.,-1
"눈가,이마에 많았던 주름이 사라지고",1
촉촉하게,1
광이나네요,1
악건성에 얼굴 전체적으로 주름 많은 제 얼굴에도 쓱쓱 정말 신기해요,1
얼굴 전체적으로 주름 많은 제 얼굴에도 쓱쓱 정말 신기해요,1
용량도많고,1
주름에 너무 효과가좋습니다!,1
갯수도많아서,1
제품구성에 앰플이랑 미스트가 있지만 촉촉하지 않아서 인지 잘 사용은 안하시네요.,-1
촉촉하지 않아서,-1
간편해서 휴대하기 쉽고,1
어디서나 쉽게 편하게 바를 수 있어서  좋습니다 ,1
촉촉함을 유지해서 좋습니다,1
촉촉하지 않아서,-1
피부가 건조하다고 하세요,-1
꾸준히 사용해서 잔주름 없어지면 좋겠습니다. ,0
발림성도 좋고,1
계속 광나고,1
광나고,1
촉촉하고 너무 좋아요,1
발림성도 좋고 ,1
손에 묻을 일 없어 너무 좋네요~,1
피부가 부드럽고,1
광택이나네요,1
효과 기대중입니다,0
가히 ~~ 바르니 쫀쫀하니 넘~~~좋아요,1
얼굴에도 빛이나네요 ㅎㅎㅎ,1
구성품도 대만족입니다.,1
건성인 저에겐 딱~~~^^,1
촉촉하고,1
윤기가 좔좔~~~,1
지성피부는 번들거림이 좀 있다능.ㅎㅎ,-1
번들거림이 좀 있다능.ㅎㅎ,-1
촉촉하게 발리지 않아요,-1
촉촉하게 ,-1
주름진 얼굴에  효과가 있으면 좋겠습니다.,0
피부가 촉촉해지고,1
광이 나는것 같아서 좋아요^^,1
발림성도 좋고..,1
촉촉하고 나쁘진 않아요.,1
수시로 덧발라주니.. 계속 촉촉하네요~,1
속건성을 잡아주는 느낌입니다.,1
하루종일 촉촉하게 유지가 되더라구요~~ ,1
촉촉하게 유지가 되더라구요~~ ,1
갯수도 많아 동선에 맞게 두고 쓰니 안쓰는것보다 좋은건 맞는거 같아요!,1
미스트 향도 맘에들고,1
분사력도 괜찮고..,1
사용하기 편해서 맘에 드네요~,1
촉촉하고,1
향이좋네요,1
첫발림은만족합니다,1
얼굴에 스틱을 슥슥 바르기만해도 광이나고,1
촉촉하네요~^^,1
지속시간도 긴거 같아요.,1
향이 은은해서 더 좋구요.,1
미스트도 흡수력이 왜 이리 좋은가요?,1
소프트한 피부의 느낌이 정말 좋네요.,1
향이 진한듯 하면서도,1
향기 솔솔~~ 좋네요.,1
효과가 없습니다,-1
주름살도 아직은 없어지는 것 같지 않고,-1
피부가 촉촉하니,1
발림성 좋네요,1
끈적임이 없어요! ,1
너무 악건성인데 바르면 너무 촉촉해져서 끈을 수가 없어요..,1
바르면 너무 촉촉해져서,1
한겨울에는 정말 이만한게 없네요..,1
싸지도 않습니다,-1
사은품도 준다더니 아직도 안 보내 줬어요,-1
제 피부랑은 안 맞아요,-1
용량이 적어서 ,-1
비싸도 ㅇㅇ를 구입했습니다,-1
용량이 작아서 금방 써버렸어요.,-1
피부톤이 맑아지지는 않습니다,-1
미스트도 다른 미스트와 다르게 용기입구를 힘껏 눌러도 분사력이 약합니다,-1
용기입구를 힘껏 눌러도 분사력이 약합니다,-1
분사력이 약합니다,-1
비싸도 구매했습니다.,-1
주름 개선 효과는 못 느끼겠습니다.,-1
구성품인 앰플은 써본적이 없는데 용량이 너무 작아요 ,-1
용량이 너무 작아요 ,-1
광택이나면서,1
보습효과가 있어요!,1
왠지 주름이덜생기는것 같아서,1
처음은 얼굴에 쫙 안기는 기분좋은 느낌!,1
사은품 보내주시는것은 선물드릴거예요,0
전혀 안당기고,1
촉촉하고 너무 좋아서,1
가희 멀티밤에 효과에 푹~빠졌어요,1
건조한 제피부에는 딱 입니다.,1
상품평써야 사은품두개 준다고 해서 쓰는데 전두셋 구매했으니  4개 언능 보내주세요,0
사은품 주는 상품평 이벤트는 좀 없어지면 좋겠어요,-1
엄청 촉촉하고,1
편해서 손쉽게 바를 수 있어요.,1
촉촉함도 오래가요.,1
오래가요.,1
악건성이라서 얼굴이 엄청 건조하고 따가울정도인데 이거바르면 그런게 전혀 없어요.,1
쓱쓱 바르면 되니까~ 간편하고 너무 좋네요!,1
구성품이 너무 좋아서 뭐하나 빼놓을 게 없네요.,1
 피부가 땅기면서 ,-1
건조해지는 것 같아요. ,-1
눈가의 주름도 그대로 에요.,-1
더블세트 제품 구성으로 구매했는데도 용량이 작아서 금방 사용하겠어요,-1
용량이 작아서 금방 사용하겠어요,-1
스틱은 사용량이. 너무. 작은거. 같아여~,-1
끝까지 사옹하기 불편하게 밑부분이 남아 아까워서 파내어 써야하는 불편함,-1
윤기가 나는 듯해요. ,1
미스트는 미세입자가 뿌려지니까 얼굴에 닿을때 미간에 찌그러짐이 없어서 좋더라구요. ,1
향도 은은하게 있으니 기분이 좋아져요.,1
주름이 조금씩 연해진 느낌? 들어서  고민없이 재구매했어요.,1
촉촉해요.,1
제품 구성이 알차지 않고 구색만 갖췄어요.,-1
바르기만 하면 마스크에 끈적임이 묻어나요.,-1
알찬 더블세트어 ,1
발라보니 촉촉 하네요. ,1
미스트 향도 좋구요!,1
은은한 꽃향기가나서 바르고도 기분이 좋아져요.,1
끈적여 머리카락이 붙긴하는데,-1
상품평 사은품 언능 받아 저도 막 써보고싶네요.,0
이런 구성을 살수있는 기회를 놓칠순없었어 구매했어요,1
기능이야 늘 써오던 가히라 말할것도없습니다,1
이런 구성 판매 쉽지않을텐데 감사합니다,1
광도 잘나고 ,1
주름도 펴지는거 같네요,1
발림성 좋고,1
진쨔 촉촉해요!,1
바르는 순간 광이 나더라구요!,1
오일 색감에 홀려서 저도모르게 손이 가더라구용,1
기름지지않고,1
얼굴에 금방 스며들어요!,1
주름관리 잘되는지는 꾸준히 써보고 느껴볼께용!,0
저렴하게 구매했어요,1
촉촉하니 좋은거 같아요,1
열심히 발라서 주름이 없어보였으면 좋겠어요,0
멀티밤 냄새도 좋고 ,1
부들부들해용,1
막 끈적이는것도 아니여서 더 좋습니다,1
발림성도 좋고,1
지속도 오래 되어서 마음에 쏙 들어요.,1
피부가 촉촉해지고,1
윤기가 도는것 같아,1
더 저렴하게 구입할수 있어서,1
ㅇㅇ쇼핑에서 좋은 구성으로 나왔길래 바로 주문했습니다~ ,1
휴대성이 좋아서 바르고싶을때 바를 수 있어서 좋네요! ,1
제품구성에 미스트랑 오일도 있는데 미스트는 뿌리면 피부가 건조해져서 사용 안 하신다고 합니다.,-1
피부가 건조해져서 사용 안 하신다고 합니다.,-1
품질에 신경 써 주셨으면 좋겠습니다.,-1
촉촉하질 않아요.,-1
바를때 끈적거려서,-1
사용하기 불편합니다.,-1
촉촉하고,1
발림이 좋네요 ㅎㅎ ,1
주름있는것도 탱글탱글 효과가 좋아지면 좋겠어요!!,1
효과가 좋아지면 좋겠어요!!,1
부드럽게 발리고,1
촉촉함이 오래 갑니다~^^,1
오래 갑니다~^^,1
얼굴에 바르니깐  촉촉하고,1
향기도 너무 좋고,1
주름도 펴지는것 같아 좋았다,1
건조한 피부에는 촉촉하지 않아서 잘 안 맞습니다.,-1
촉촉하지 않아서 ,-1
수분력이 많이 부족해서,-1
건조함까지 느낍니다. ,-1
발림성도 너무좋고,1
바르고났을때 광택도 타사제품들처럼 너무심하게 기름기처럼 번들거리지않아서 좋은거 같아요~^^,1
너무 촉촉하고,1
발림성도 최고네요.,1
거칠어지고 건조해진 제 피부가 보상받는 느낌이예요!!,1
휴대하기도 좋고,1
향도 좋고 넘 좋네요~ ,1
제형이 꾸덕해서 바세린 연고 얋게 바른 느낌? ,-1
빤질빤질,-1
뻔쩍뻔쩍,-1
흡수도 안되고,-1
개인적으로 흡수 안되고 ,-1
번질거리는거 딱 질색이라서 난 아님.,-1
촉촉함이 느껴지지 않네요. ,-1
가격만 비싸요.,-1
수분감이 너무 없어서,-1
피부가 계속 건조해요,-1
주름이 옅어지는 효과 있으면 좋겠습니다.,0
세일은 안 해서 비싼 가격으로 구매했지만  ,-1
제품구성이 마음에 들지 않았지만,-1
유분기가 많아서,-1
피부가 번들거립니다.,-1
향도 제 취향은 아니네요.,-1
좋은가격에 구매하게되서 너무좋아요,1
"착한 품질의 제품, 착한가격, 착한이벤트 감사합니다",1
"착한가격, 착한이벤트 감사합니다",1
확실히 쓰니까 얼굴이 좋아지는게 느껴져요,1
쌩얼에 바르면 윤기가 자르르 나구요,1
발림성도 좋고,1
필수적인 기능들로 구성되어 있어,1
사용해보고는 쓰기에 편하고 ,1
아침에 일어나면  촉촉하다면서,1
용량이 적은게 아쉽다고 해서,-1
촉촉하니,1
발림이 좋으네요. ,1
촉촉하게,1
잘스며드네요,1
스틱이라 쓱 바르기 편하고,1
발림성이 좋습니다.,1
느낌은 딱 바세린을 바른듯한 끈적함??,-1
광채있고,1
보습 오래가네요.,1
주름관리는 어찌될지 꾸준히 사용해봐야겠어요.,0
오래가네요.,1
효과가 안 보이지만,-1
꾸준히 사용하다 보면 얼굴 주름에 효과가 있을 것 같습니다. ,0
쫀쫀한 느낌이네요. ,1
주름이 완화되길 기대해봅니다.,0
발림성  너무 부드럽고,1
광이 나서 너무 좋아용!!,1
용량이 많이 작다고 하십니다,-1
유통기한이 1년 밖에 안 남은 거로 받았어요. ,-1
저렴한 가격도 아닌데 ,-1
구성도 알차지 않습니다,-1
주름에 효과라도 있으면 좋겠습니다.,0
구성이 알차서 좋네요. ,1
간편하게 들고다니기에 가볍고,1
휴대하기도 좋은 사이즈랍니다.,1
촉촉한 피부가 되었어요~~,1
간편하게 바르는 타입이라 ,1
쫀쫀한 광이 아침까지 납니다.,1
광이 아침까지 납니다.,1
아침까지 납니다. ,1
휴대가 편해서 가지고 다니며 바르고 있습니다,1
바르면 윤기가 있어서  좋습니다,1
립크로스보다 촉촉하고 좋습니다 ,1
주름은 나이지는것보다는 나빠지지는 않는것같습니딘,1
아직 하루밖에 안 썼지만 효과가 있는 것 같아 좋아요 ~^^,1
꾸준히 사용한다면 효과가 더 좋을 것 같아요 ㅎㅎ!,0
사은품도 같이 받아서 더욱 좋네요~,1
가히 제품은 비싸지만 ,-1
그 만큼 효능이 좋은 것 같아요!,1
가히 제품은 끈점임 없이 수시로 발라줘도 좋은 것 같아여!,1
꾸준히 사용해서 탱탱한 피부 유지하고 싶어요!^^,0
